Фамилия;Имя;Отчество;Пол;Возраст;Стаж вождения;Марка автомобиля;Тип страхования;Легкое ДТП;Крупное ДТП;Угон, ДТП без востановления авто;Выплата, руб.
Сергеев ;Демид;Савельевич;муж;33;9;Skoda Octavia A7;частичное;1;0;0;135396
Иванов;Демид;Александрович;муж;65;40;Lada Granta;частичное;0;0;0;0
Макарова;Кристина;Тимофеевна;жен;63;44;Mazda CX-5;полное;0;0;0;0
Михайлова;Милана;Ивановна;жен;67;44;Lada Vesta;частичное;0;0;0;0
Борисова;Камила;Артуровна;жен;55;36;Lada Granta;полное;0;0;0;0
Новиков;Михаил;Ярославович;муж;47;22;Hyundai Creta;частичное;1;0;0;250472.5
Киселев ;Артём;Александрович;муж;60;31;Hyundai Solaris;частичное;1;0;0;8390.4
Борисова;Кира;Андреевна;жен;31;6;Toyota RAV 4;частичное;0;0;0;0
Григорьев ;Денис;Тимофеевич;муж;19;0;Chevrolet NIVA;частичное;0;0;0;0
Зайцев ;Захар;Захарович;муж;41;23;Lada Granta;частичное;0;0;0;0
Яковлев ;Елисей;Дмитриевич;муж;39;19;Renault Kaptur;частичное;0;0;0;0
Максимов ;Михаил;Аскарович;муж;47;24;Skoda Octavia A7;частичное;0;0;0;0
Алексеев ;Даниил;Сергеевич;муж;65;31;Renault Duster;частичное;0;0;0;0
Петров;Руслан;Алексеевич;муж;30;11;Lada 4x4;полное;0;0;0;0
Смирнов;Роман;Иванович;муж;57;30;Lada Granta;частичное;0;0;0;0
Захаров ;Марк;Денисович;муж;39;11;Lada Largus;частичное;0;0;0;0
Борисова;Кристина;Артемовна;жен;37;17;KIA Sportage;частичное;0;0;0;0
Семенова ;Полина;Кирилловна;жен;38;19;Renault Duster;частичное;0;0;0;0
Макаров ;Роман;Замирович;муж;41;18;Skoda Octavia A7;полное;0;0;0;0
Волков ;Даниил;Захарович;муж;27;8;Lada 4x4;частичное;0;0;0;0
Лебедев ;Матвей;Александрович;муж;46;14;Lada Vesta;частичное;0;0;0;0
Иванов;Ярослав;Глебович;муж;19;1;Lada Vesta;частичное;0;0;0;0
Семенов ;Демид;Алексеевич;муж;29;7;Skoda Rapid;частичное;0;0;0;0
Борисов ;Роман;Тимофеевич;муж;39;19;KIA Rio;частичное;0;0;0;0
Васильева;Полина;Глебовна;жен;65;41;Toyota RAV 4;частичное;1;0;0;17236.7
Иванов;Денис;Тимофеевич;муж;37;12;VW Tiguan;полное;1;0;0;63917.7
Киселев ;Елисей;Егорович;муж;33;14;Lada Granta;частичное;1;0;0;26113.9
Морозова;Софья;Егоровна;жен;29;2;Lada Largus;частичное;0;0;0;0
Соколова;Виктория;Константиновна;жен;37;19;Lada Granta;частичное;0;0;0;0
Попова;Марьяна;Дмитриевна;жен;35;1;Renault Sandero;частичное;0;0;0;0
Федорова;Арина;Тимофеевна;жен;77;58;Nissan X-Trail;частичное;0;0;0;0
Федорова;Кира;Аскаровна;жен;65;46;Chevrolet NIVA;частичное;0;0;0;0
Смирнов;Ярослав;Даниилович;муж;31;13;Lada Granta;частичное;0;0;0;0
Михайлов;Максим;Владиславович;муж;74;50;Hyundai Creta;частичное;0;0;0;0
Петров;Илья;Тимурович;муж;54;32;Renault Duster;частичное;0;0;0;0
Александрова ;Стася;Андреевна;жен;61;36;Toyota Camry;частичное;0;0;0;0
Соловьева;Арина;Романовна;жен;25;0;Renault Duster;частичное;1;0;0;45199.5
Степанов ;Александр;Михайлович;муж;57;36;Lada Granta;частичное;0;0;1;0
Кузьмина;Ева;Тимуровна;жен;43;18;Lada Vesta;частичное;1;0;0;131221.2
Фролов ;Дмитрий;Романович;муж;40;21;VW Polo;полное;0;0;0;0
Воробьева;Милена;Марковна;жен;59;11;VW Polo;полное;0;0;0;0
Кузнецов;Сергей;Дмитриевич;муж;20;0;Hyundai Solaris;частичное;0;0;0;0
Степанов ;Андрей;Артемович;муж;65;44;KIA Rio;полное;0;0;0;0
Попова;Милана;Ильична;жен;76;52;KIA Rio;частичное;0;0;0;0
Иванов;Денис;Ильич;муж;64;33;Lada 4x4;частичное;0;0;0;0
Андреева;Марьяна;Алексеевна;жен;27;7;Lada X-Ray;частичное;0;0;0;0
Морозов ;Александр;Арсеньевич;муж;58;38;Lada Granta;частичное;0;1;0;233034.1
Федоров ;Егор;Елисеевич;муж;29;9;Renault Sandero;частичное;0;0;0;0
Васильева;Софья;Максимовна;жен;65;43;Skoda Rapid;частичное;0;0;0;0
Сергеев ;Дмитрий;Артемович;муж;32;7;Renault Logan;частичное;0;0;0;0
Попов;Евгений;Тимофеевич;муж;48;14;Toyota RAV 4;полное;0;0;0;0
Морозова;Ксения;Никитична;жен;42;24;Renault Duster;частичное;0;0;0;0
Фролова;Полина;Евгеньевна;жен;36;13;Skoda Rapid;частичное;1;0;0;32031.2
Соколов;Тимофей;Артемович;муж;75;53;Skoda Rapid;полное;1;0;0;23967.1
Иванова;Ева;Марсельевна;жен;33;15;Hyundai Solaris;полное;1;0;0;150000
Степанов ;Владислав;Владимирович;муж;33;9;Hyundai Creta;частичное;1;0;0;154608.6
Андреев ;Замир;Ярославович;муж;40;12;Toyota RAV 4;полное;0;0;0;0
Кузьмин ;Сергей;Денисович;муж;88;67;Renault Logan;частичное;0;0;0;0
Зайцев ;Алексей;Сергеевич;муж;22;0;Lada Vesta;полное;0;1;0;124717
Лебедева;Кира;Демидовна;жен;64;39;Toyota Camry;полное;0;0;0;0
Михайлов;Артём;Матвеевич;муж;55;26;KIA Rio;частичное;0;0;0;0
Соколова;Полина;Ярославовна;жен;34;15;Datsun on-DO;частичное;0;0;0;0
Волков ;Илья;Романович;муж;36;4;VW Polo;частичное;1;0;0;14639.5
Захарова;Анна;Ильична;жен;21;0;Hyundai Creta;частичное;0;0;0;0
Алексеева ;Есения;Михайловна;жен;69;48;Mazda CX-5;частичное;0;0;0;0
Борисов ;Руслан;Максимович;муж;35;16;Nissan Qashqai;полное;0;0;0;0
Лебедев ;Никита;Арсеньевич;муж;35;3;Nissan Qashqai;полное;0;0;0;0
Павлова;Мария;Глебовна;жен;22;2;Lada Granta;частичное;1;0;0;19116.1
Борисов ;Сергей;Романович;муж;60;40;Hyundai Creta;частичное;0;0;0;0
Романов ;Матвей;Егорович;муж;26;1;VW Polo;частичное;0;0;0;0
Лебедев ;Никита;Демидович;муж;54;24;Renault Duster;частичное;0;0;0;0
Иванов;Тимофей;Константинович;муж;23;0;Lada Vesta;полное;0;0;0;0
Лебедева;Камила;Руслановна;жен;49;27;Hyundai Solaris;частичное;1;0;0;52401.5
Морозов ;Глеб;Тимофеевич;муж;42;17;Hyundai Creta;частичное;0;0;0;0
Семенов ;Дамир;Павлович;муж;65;42;Lada Kalina;полное;0;0;0;0
Яковлев ;Роман;Елисеевич;муж;43;22;Renault Duster;полное;0;0;0;0
Лебедева;Елена;Ильична;жен;71;45;Hyundai Creta;частичное;0;0;0;0
Петров;Замир;Русланович;муж;65;34;Chevrolet NIVA;частичное;0;0;0;0
Семенова ;Карина;Романовна;жен;57;36;Skoda Octavia A7;полное;0;0;0;0
Семенов ;Дмитрий;Матвеевич;муж;32;12;Lada 4x4;частичное;1;0;0;63838
Соловьева;Дарья;Матвеевна;жен;46;27;Hyundai Solaris;частичное;0;0;0;0
Поляков ;Максим;Денисович;муж;34;15;Mazda CX-5;частичное;0;0;0;0
Михайлов;Сергей;Русланович;муж;52;32;Hyundai Creta;частичное;0;0;0;0
Фролова;Полина;Ивановна;жен;41;17;Skoda Octavia A7;частичное;0;0;0;0
Фролова;Ева;Артемовна;жен;63;33;VW Polo;полное;0;0;0;0
Иванов;Тимофей;Тимофеевич;муж;38;17;KIA Rio;частичное;0;0;0;0
Семенов ;Елисей;Дмитриевич;муж;28;7;Lada Granta;частичное;1;0;0;75000
Павлов ;Матвей;Егорович;муж;36;15;Skoda Rapid;частичное;1;0;0;35266.8
Попов;Илья;Андреевич;муж;33;10;Lada Largus;частичное;1;0;0;10490
Павлов ;Алан;Александрович;муж;45;11;Mazda CX-5;частичное;0;0;0;0
Григорьева ;Полина;Егоровна;жен;19;1;Chevrolet NIVA;частичное;0;0;0;0
Григорьева ;Марьяна;Тимуровна;жен;67;45;Skoda Rapid;частичное;0;0;0;0
Михайлова;Дарья;Константиновна;жен;71;49;KIA Sportage;частичное;0;0;0;0
Попов;Артём;Андреевич;муж;37;4;Renault Duster;частичное;0;0;0;0
Васильев;Алексей;Ярославович;муж;38;13;VW Polo;частичное;0;0;0;0
Новикова;Арина;Демидовна;жен;74;43;VW Polo;частичное;0;0;0;0
Соколов;Кирилл;Савельевич;муж;40;19;Renault Kaptur;частичное;1;0;0;26372.5
Сорокина;Виктория;Ярославовна;жен;69;40;KIA Rio;частичное;0;0;0;0
Яковлев ;Игорь;Маркович;муж;34;13;Renault Sandero;частичное;0;0;0;0
Алексеева ;Марьяна;Романовна;жен;20;0;Lada Vesta;частичное;0;0;0;0
Николаев ;Даниил;Артемович;муж;38;20;Hyundai Solaris;частичное;0;0;0;0
Никитина;Ева;Аскаровна;жен;49;25;Lada 4x4;частичное;0;0;0;0
Гусев ;Никита;Максимович;муж;67;48;Toyota RAV 4;частичное;1;0;0;91902.5
Попов;Иван;Русланович;муж;34;14;Hyundai Solaris;полное;0;0;0;0
Григорьева ;Александра;Тимофеевна;жен;63;45;Renault Kaptur;частичное;1;0;0;35701.5
Фролова;Милена;Глебовна;жен;71;49;Chevrolet NIVA;полное;0;0;0;0
Захаров ;Максим;Аланович;муж;41;19;Skoda Rapid;частичное;0;0;0;0
Иванов;Матвей;Алексеевич;муж;54;31;Lada X-Ray;полное;0;0;0;0
Новиков;Егор;Сергеевич;муж;20;0;Renault Sandero;частичное;0;0;0;0
Семенова ;Амелия;Демидовна;жен;66;43;Lada Granta;частичное;0;0;0;0
Васильев;Иван;Арсеньевич;муж;57;35;VW Polo;частичное;0;0;0;0
Сергеев ;Алан;Демидович;муж;29;7;Chevrolet NIVA;полное;0;1;0;450000
Гусев ;Даниил;Артемович;муж;33;5;KIA Rio;полное;0;0;0;0
Николаева ;Дарья;Михайловна;жен;36;18;Hyundai Solaris;полное;1;0;0;78091
Михайлова;София;Дмитриевна;жен;43;21;KIA Rio;частичное;0;0;0;0
Орлов ;Даниил;Денисович;муж;64;41;Lada Granta;полное;0;0;0;0
Яковлева;Ева;Артемовна;жен;57;37;Lada Granta;частичное;0;0;0;0
Алексеев ;Богдан;Семенович;муж;32;8;Hyundai Creta;полное;1;0;0;171430
Морозов ;Владислав;Максимович;муж;41;14;Mazda CX-5;частичное;0;0;0;0
Иванов;Владислав;Тимурович;муж;60;33;Toyota RAV 4;частичное;0;0;0;0
Семенов ;Сергей;Кириллович;муж;48;27;Nissan Qashqai;полное;0;0;0;0
Смирнова;Алина;Романовна;жен;18;0;Datsun on-DO;частичное;1;0;0;8064.9
Морозов ;Ярослав;Максимович;муж;56;36;VW Polo;частичное;0;0;0;0
Попова;Алина;Артемовна;жен;69;40;Renault Kaptur;частичное;0;0;0;0
Смирнова;Виктория;Сергеевна;жен;69;45;KIA Rio;полное;0;0;0;0
Воробьев ;Павел;Даниилович;муж;52;27;Lada Granta;частичное;0;0;0;0
Макаров ;Артём;Ярославович;муж;66;44;Lada Granta;частичное;0;0;0;0
Романов ;Марк;Маркович;муж;51;18;Chevrolet NIVA;частичное;0;0;0;0
Кузьмин ;Арсений;Савельевич;муж;68;43;Hyundai Solaris;частичное;0;0;0;0
Сергеева;Камила;Максимовна;жен;63;44;Hyundai Creta;полное;0;0;0;0
Морозов ;Алан;Маркович;муж;34;8;Lada Granta;частичное;0;0;0;0
Кузнецов;Демид;Иванович;муж;35;14;Toyota Camry;частичное;0;0;0;0
Макаров ;Глеб;Алексеевич;муж;35;10;Skoda Rapid;полное;0;0;0;0
